"","ID","Account.Balance","Duration.of.Credit..month.","Payment.Status.of.Previous.Credit","Purpose","Credit.Amount","Value.Savings.Stocks","Length.of.current.employment","Instalment.per.cent","Guarantors","Duration.in.Current.address","Most.valuable.available.asset","Age..years.","Concurrent.Credits","Type.of.apartment","No.of.Credits.at.this.Bank","Occupation","No.of.dependents","Telephone","Foreign.Worker","Creditability","Sex","Marital.Status"
"513",663,">= 200 EU",24,"Critical Account","Furniture/Equipment",3617,"Unknown",">= 7 Years","> 35%","Co-Applicant","> 7 Years","Unknown",20,"None","Rent","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"514",664,"No Account",5,"Existing Paid","Business",3448,"< 100 EU","4 <= ... < 7 Years","< 20%","None","> 7 Years","Real Estate",74,"None","Own","1","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"515",665,"No Account",15,"Existing Paid","Radio/Television",1386,"Unknown","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Real Estate",40,"None","Rent","1","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"516",666,"No Account",18,"Critical Account","Radio/Television",1169,"Unknown","1 <= ... < 4 Years","> 35%","None","4 - 7 Years","Savings Agreement/Life Insurance",29,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"517",667,"No Account",7,"Delay Paid","Radio/Television",846,"Unknown",">= 7 Years","25% - 35%","None","> 7 Years","Unknown",36,"None","For Free","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"518",668,"< 0 EU",36,"Critical Account","Furniture/Equipment",6229,"< 100 EU","< 1 Year","> 35%","Co-Applicant","> 7 Years","Unknown",23,"None","Rent","2 or 3","Unskilled Resident","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"519",669,"No Account",12,"Critical Account","Radio/Television",717,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Real Estate",52,"None","Own","4 or 5","Skilled Official","< 3","None","Yes","Good","Male","Single"
"520",670,"No Account",60,"Existing Paid","Car(New)",6527,"Unknown","1 <= ... < 4 Years","> 35%","None","> 7 Years","Unknown",34,"None","For Free","1","Skilled Official",">= 3","Registered","Yes","Good","Male","Single"
"521",671,"< 0 EU",24,"All Paid","Radio/Television",1546,"< 100 EU","4 <= ... < 7 Years","> 35%","Guarantor","> 7 Years","Car or Other",24,"Bank","Rent","1","Unskilled Resident","< 3","None","Yes","Bad","Male","Single"
"522",672,">= 200 EU",18,"Existing Paid","Car(New)",1961,"< 100 EU",">= 7 Years","25% - 35%","None","1 - 4 Years","Car or Other",23,"None","Own","1","Highly Qualified","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"523",673,"No Account",10,"Existing Paid","Car(Used)",2848,"100 <= ... < 500 EU","1 <= ... < 4 Years","< 20%","Co-Applicant","1 - 4 Years","Real Estate",32,"None","Own","1","Skilled Official",">= 3","None","Yes","Good","Male","Single"
"524",674,"< 0 EU",12,"Existing Paid","Furniture/Equipment",2578,"< 100 EU","Unemployed","25% - 35%","None","> 7 Years","Unknown",55,"None","For Free","1","Highly Qualified","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"525",675,"No Account",12,"Existing Paid","Car(Used)",4675,"Unknown","< 1 Year","< 20%","None","> 7 Years","Car or Other",20,"None","Rent","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"526",676,"0 <= ... < 200 EU",36,"Existing Paid","Furniture/Equipment",9034,"100 <= ... < 500 EU","< 1 Year","> 35%","Co-Applicant","< 1 Year","Unknown",29,"None","Rent","1","Highly Qualified","< 3","Registered","Yes","Bad","Male","Single"
"527",677,"No Account",12,"Existing Paid","Education",719,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Car or Other",41,"Bank","Own","1","Unskilled Resident",">= 3","None","Yes","Bad","Male","Single"
"528",678,"No Account",24,"Existing Paid","Furniture/Equipment",2835,"500 <= ... < 1000 EU",">= 7 Years","25% - 35%","None","> 7 Years","Savings Agreement/Life Insurance",53,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"529",679,"No Account",36,"Existing Paid","Car(Used)",4686,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Unknown",32,"None","For Free","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"530",680,"0 <= ... < 200 EU",30,"All Paid","Furniture/Equipment",3496,">= 1000 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Car or Other",34,"Stores","Own","1","Skilled Official",">= 3","Registered","Yes","Good","Male","Single"
"531",681,"No Account",12,"Critical Account","Education",2012,"Unknown","4 <= ... < 7 Years","> 35%","None","1 - 4 Years","Car or Other",61,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"532",682,"No Account",18,"Critical Account","Education",1864,"100 <= ... < 500 EU","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Real Estate",30,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"533",683,"0 <= ... < 200 EU",36,"None Taken","Radio/Television",3804,"< 100 EU","1 <= ... < 4 Years","> 35%","None","< 1 Year","Car or Other",42,"None","Own","1","Skilled Official","< 3","Registered","Yes","Bad","Female","Divorced/Separated/Married"
"534",684,"0 <= ... < 200 EU",24,"None Taken","Business",4241,"< 100 EU","1 <= ... < 4 Years","< 20%","None","> 7 Years","Real Estate",36,"None","Own","4 or 5","Unskilled Resident","< 3","Registered","Yes","Bad","Male","Single"
"535",685,">= 200 EU",24,"Critical Account","Radio/Television",3148,"Unknown","1 <= ... < 4 Years","25% - 35%","None","1 - 4 Years","Car or Other",31,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"536",686,"< 0 EU",24,"Existing Paid","Car(New)",2303,"< 100 EU",">= 7 Years","> 35%","Co-Applicant","< 1 Year","Real Estate",45,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Single"
"537",687,"< 0 EU",6,"Existing Paid","Car(Used)",1352,"500 <= ... < 1000 EU","Unemployed","< 20%","None","1 - 4 Years","Savings Agreement/Life Insurance",23,"None","Rent","1","Unemployed Non-resident","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"538",688,">= 200 EU",12,"Existing Paid","Radio/Television",1881,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Car or Other",44,"None","Rent","1","Unskilled Resident","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"539",689,"No Account",18,"Existing Paid","Radio/Television",1473,"< 100 EU","< 1 Year","25% - 35%","None","> 7 Years","Real Estate",39,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"540",690,"0 <= ... < 200 EU",30,"Existing Paid","Radio/Television",1715,"Unknown","1 <= ... < 4 Years","> 35%","None","< 1 Year","Car or Other",26,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"541",691,"0 <= ... < 200 EU",24,"Critical Account","Other",11938,"< 100 EU","1 <= ... < 4 Years","20% - 25%","Co-Applicant","4 - 7 Years","Car or Other",39,"None","Own","2 or 3","Highly Qualified",">= 3","Registered","Yes","Bad","Male","Single"
"542",692,">= 200 EU",15,"Existing Paid","Radio/Television",2327,"< 100 EU","< 1 Year","20% - 25%","None","4 - 7 Years","Real Estate",25,"None","Own","1","Unskilled Resident","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"543",693,"0 <= ... < 200 EU",6,"Existing Paid","Radio/Television",484,"< 100 EU","4 <= ... < 7 Years","25% - 35%","Guarantor","4 - 7 Years","Real Estate",28,"Bank","Own","1","Unskilled Resident","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"544",694,">= 200 EU",9,"Existing Paid","Radio/Television",1126,"100 <= ... < 500 EU",">= 7 Years","20% - 25%","None","> 7 Years","Real Estate",49,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Divorced/Separated/Married"
"545",695,"No Account",60,"Existing Paid","Car(New)",10366,"< 100 EU",">= 7 Years","20% - 25%","None","> 7 Years","Savings Agreement/Life Insurance",42,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"546",696,"< 0 EU",6,"Existing Paid","Furniture/Equipment",1374,"< 100 EU","1 <= ... < 4 Years","< 20%","None","1 - 4 Years","Real Estate",36,"Bank","Own","1","Unskilled Resident","< 3","Registered","Yes","Good","Male","Single"
"547",697,"< 0 EU",36,"Critical Account","Car(Used)",9629,"< 100 EU","4 <= ... < 7 Years","> 35%","None","> 7 Years","Car or Other",24,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Bad","Male","Single"
"548",698,"0 <= ... < 200 EU",20,"Delay Paid","Other",2629,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","4 - 7 Years","Car or Other",29,"Bank","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"549",699,"< 0 EU",6,"Existing Paid","Car(New)",14896,"< 100 EU",">= 7 Years","< 20%","None","> 7 Years","Unknown",68,"Bank","Own","1","Highly Qualified","< 3","Registered","Yes","Bad","Male","Single"
"550",700,"< 0 EU",12,"Critical Account","Car(New)",3499,"< 100 EU","1 <= ... < 4 Years","25% - 35%","Co-Applicant","1 - 4 Years","Real Estate",29,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"551",701,"No Account",9,"Existing Paid","Car(New)",2507,"500 <= ... < 1000 EU",">= 7 Years","20% - 25%","None","> 7 Years","Unknown",51,"None","For Free","1","Unskilled Resident","< 3","None","Yes","Good","Male","Single"
"552",702,"0 <= ... < 200 EU",48,"None Taken","Business",3844,"100 <= ... < 500 EU","4 <= ... < 7 Years","> 35%","None","> 7 Years","Unknown",34,"None","For Free","1","Unskilled Resident",">= 3","None","Yes","Bad","Male","Single"
"553",703,"0 <= ... < 200 EU",48,"Existing Paid","Car(New)",8487,"Unknown","4 <= ... < 7 Years","< 20%","None","1 - 4 Years","Car or Other",24,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"554",704,">= 200 EU",6,"Critical Account","Car(New)",1299,"< 100 EU","1 <= ... < 4 Years","< 20%","None","< 1 Year","Real Estate",74,"None","Own","4 or 5","Unemployed Non-resident",">= 3","None","No","Good","Male","Single"
"555",705,"< 0 EU",12,"Existing Paid","Car(New)",3651,">= 1000 EU","1 <= ... < 4 Years","< 20%","None","4 - 7 Years","Savings Agreement/Life Insurance",31,"None","Own","1","Skilled Official",">= 3","None","Yes","Good","Male","Single"
"556",706,"No Account",24,"Existing Paid","Car(Used)",7814,"< 100 EU","4 <= ... < 7 Years","25% - 35%","None","4 - 7 Years","Car or Other",38,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"557",707,"No Account",24,"Critical Account","Car(Used)",2197,"Unknown","4 <= ... < 7 Years","> 35%","None","> 7 Years","Car or Other",43,"None","Own","2 or 3","Skilled Official",">= 3","Registered","Yes","Good","Male","Single"
"558",708,"< 0 EU",33,"Critical Account","Furniture/Equipment",4281,"500 <= ... < 1000 EU","1 <= ... < 4 Years","< 20%","None","> 7 Years","Car or Other",23,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"559",709,"< 0 EU",18,"None Taken","Furniture/Equipment",3114,"< 100 EU","< 1 Year","< 20%","None","> 7 Years","Savings Agreement/Life Insurance",26,"None","Rent","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"560",710,"< 0 EU",18,"Existing Paid","Furniture/Equipment",1131,"< 100 EU","Unemployed","> 35%","None","1 - 4 Years","Car or Other",33,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"561",711,"0 <= ... < 200 EU",24,"Existing Paid","Car(Used)",4113,"500 <= ... < 1000 EU","< 1 Year","25% - 35%","None","> 7 Years","Car or Other",28,"None","Rent","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"562",712,"No Account",24,"Existing Paid","Radio/Television",2397,"500 <= ... < 1000 EU",">= 7 Years","25% - 35%","None","1 - 4 Years","Car or Other",35,"Bank","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Bad","Male","Single"
"563",713,">= 200 EU",10,"Existing Paid","Appliances",1225,"< 100 EU","1 <= ... < 4 Years","20% - 25%","None","1 - 4 Years","Car or Other",37,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"564",714,">= 200 EU",24,"Existing Paid","Radio/Television",1377,"100 <= ... < 500 EU",">= 7 Years","> 35%","None","1 - 4 Years","Unknown",47,"None","For Free","1","Skilled Official","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"565",715,"0 <= ... < 200 EU",24,"Critical Account","Furniture/Equipment",4736,"< 100 EU","< 1 Year","20% - 25%","None","> 7 Years","Car or Other",25,"Bank","Own","1","Unskilled Resident","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"566",716,"No Account",24,"Critical Account","Furniture/Equipment",3777,">= 1000 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Real Estate",40,"None","Own","1","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"567",717,"< 0 EU",12,"Critical Account","Car(Used)",1409,"< 100 EU",">= 7 Years","> 35%","None","4 - 7 Years","Real Estate",54,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
"568",718,"0 <= ... < 200 EU",48,"Delay Paid","Other",7582,"100 <= ... < 500 EU","Unemployed","20% - 25%","None","> 7 Years","Unknown",31,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"569",719,"0 <= ... < 200 EU",24,"Delay Paid","Business",4712,"Unknown","1 <= ... < 4 Years","> 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",34,"Bank","Own","2 or 3","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"570",720,"No Account",12,"Critical Account","Education",2748,"< 100 EU",">= 7 Years","20% - 25%","None","> 7 Years","Unknown",57,"Bank","For Free","4 or 5","Unskilled Resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"571",721,"< 0 EU",6,"All Paid","Education",1198,"< 100 EU",">= 7 Years","> 35%","None","> 7 Years","Unknown",35,"None","For Free","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"572",722,"0 <= ... < 200 EU",48,"All Paid","Business",6416,"< 100 EU",">= 7 Years","> 35%","None","4 - 7 Years","Unknown",59,"None","Rent","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"573",723,"No Account",11,"Critical Account","Radio/Television",1154,"100 <= ... < 500 EU","Unemployed","> 35%","None","> 7 Years","Real Estate",57,"None","Own","4 or 5","Unskilled Resident","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"574",724,"No Account",24,"Critical Account","Radio/Television",5103,"< 100 EU","< 1 Year","25% - 35%","None","4 - 7 Years","Unknown",47,"None","For Free","4 or 5","Skilled Official","< 3","Registered","Yes","Good","Male","Divorced/Separated/Married"
"575",725,"No Account",33,"Critical Account","Car(Used)",7253,"< 100 EU","4 <= ... < 7 Years","25% - 35%","None","1 - 4 Years","Car or Other",35,"None","Own","2 or 3","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"576",726,"0 <= ... < 200 EU",13,"Critical Account","Radio/Television",882,"< 100 EU","< 1 Year","> 35%","Guarantor","> 7 Years","Real Estate",23,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"577",727,"No Account",36,"Existing Paid","Business",7409,"Unknown",">= 7 Years","25% - 35%","None","1 - 4 Years","Savings Agreement/Life Insurance",37,"None","Own","2 or 3","Skilled Official","< 3","None","Yes","Good","Male","Single"
"578",728,"No Account",22,"Existing Paid","Car(New)",1283,"Unknown","4 <= ... < 7 Years","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",25,"None","Rent","1","Skilled Official","< 3","None","Yes","Good","Female","Divorced/Separated/Married"
"579",729,"No Account",24,"Existing Paid","Car(Used)",6313,"Unknown",">= 7 Years","25% - 35%","None","> 7 Years","Car or Other",41,"None","Own","1","Highly Qualified",">= 3","Registered","Yes","Good","Male","Single"
"580",730,"< 0 EU",39,"Critical Account","Furniture/Equipment",14179,"Unknown","4 <= ... < 7 Years","> 35%","None","> 7 Years","Savings Agreement/Life Insurance",30,"None","Own","2 or 3","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"581",731,"0 <= ... < 200 EU",12,"Existing Paid","Radio/Television",6468,"Unknown","Unemployed","20% - 25%","None","< 1 Year","Unknown",52,"None","Own","1","Highly Qualified","< 3","Registered","Yes","Bad","Male","Single"
"582",732,"No Account",36,"Critical Account","Car(Used)",5711,">= 1000 EU",">= 7 Years","> 35%","None","1 - 4 Years","Car or Other",38,"None","Own","2 or 3","Highly Qualified","< 3","Registered","Yes","Good","Male","Single"
"583",733,"No Account",42,"Critical Account","Furniture/Equipment",4041,"500 <= ... < 1000 EU","1 <= ... < 4 Years","> 35%","None","> 7 Years","Real Estate",36,"None","Own","2 or 3","Skilled Official","< 3","Registered","Yes","Good","Male","Single"
"584",734,"< 0 EU",6,"Critical Account","Car(New)",666,">= 1000 EU","4 <= ... < 7 Years","25% - 35%","None","> 7 Years","Real Estate",39,"None","Own","2 or 3","Unskilled Resident","< 3","Registered","Yes","Good","Female","Divorced/Separated/Married"
"585",735,"< 0 EU",24,"Existing Paid","Furniture/Equipment",2996,"Unknown","1 <= ... < 4 Years","20% - 25%","None","> 7 Years","Car or Other",20,"None","Own","1","Skilled Official","< 3","None","Yes","Bad","Male","Divorced/Separated/Married"
"586",736,"No Account",12,"Critical Account","Car(New)",1495,"< 100 EU",">= 7 Years","> 35%","None","< 1 Year","Real Estate",38,"None","Own","2 or 3","Unskilled Resident",">= 3","None","Yes","Good","Male","Single"
"587",737,"0 <= ... < 200 EU",30,"Existing Paid","Furniture/Equipment",3441,"100 <= ... < 500 EU","1 <= ... < 4 Years","20% - 25%","Co-Applicant","> 7 Years","Car or Other",21,"Bank","Rent","1","Skilled Official","< 3","None","Yes","Bad","Female","Divorced/Separated/Married"
"588",738,"0 <= ... < 200 EU",24,"Delay Paid","Radio/Television",6403,"< 100 EU","< 1 Year","< 20%","None","1 - 4 Years","Car or Other",33,"None","Own","1","Skilled Official","< 3","None","Yes","Good","Male","Single"
